"id","eixo","subeixo","modalidade","fonte","subfonte","ano_selecao","uf","municipio","regiao","codigo","grupo_modalidade","vlr_portaria_ogu","vlr_portaria_fin","vlr_portaria_total","status_selecao","tipo_financiamento","origem_dado","num_portaria","link_portaria"
S-1492,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2024,RS,URUGUAIANA,Sul,"56000004861/2023",Calamidade RS,910725,0,910725,selecionada,,Novo PAC - Seleção,"776, de 2024",https://www.in.gov.br/web/dou/-/portaria-mcid-n-776-de-30-de-julho-de-2024-575055636
S-1493,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2024,RS,NOVO HAMBURGO,Sul,"56000005562/2023",Calamidade RS,21021366,0,21021366,selecionada,,Novo PAC - Seleção,"776, de 2024",https://www.in.gov.br/web/dou/-/portaria-mcid-n-776-de-30-de-julho-de-2024-575055636
S-1494,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2024,RS,CAPAO DO LEAO,Sul,"56000007004/2023",Calamidade RS,217718,0,217718,selecionada,,Novo PAC - Seleção,"776, de 2024",https://www.in.gov.br/web/dou/-/portaria-mcid-n-776-de-30-de-julho-de-2024-575055636
S-1495,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Contenção de Encostas,OGU,OGU,2024,RJ,NOVA FRIBURGO,Sudeste,"56000005051/2023",Seleção Normal,16219750,0,16219750,selecionada,,Novo PAC - Seleção,"451, de 2024",https://www.in.gov.br/web/dou/-/portaria-mcid-n-451-de-7-de-maio-de-2024-558538861
S-1496,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,Fundo Clima e BNDES,2024,ES,VITORIA,Sudeste,"56000002494/2023",Seleção Normal,0,150000000,150000000,selecionada,Setor Público,Novo PAC - Seleção,"445, de 2024",https://www.in.gov.br/web/dou/-/portaria-mcid-n-445-de-7-de-maio-de-2024-558553015
S-1497,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,Fundo Clima e BNDES,2024,SP,SOROCABA,Sudeste,"56000001705/2023",Seleção Normal,0,150000000,150000000,selecionada,Setor Público,Novo PAC - Seleção,"445, de 2024",https://www.in.gov.br/web/dou/-/portaria-mcid-n-445-de-7-de-maio-de-2024-558553015
S-1498,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,Fundo Clima e BNDES,2024,SE,"ARACAJU, BARRA DOS COQUEIROS, NOSSA SENHORA DO SOCORRO, SAO CRISTOVAO",Nordeste,"56000003181/2023",Seleção Normal,0,95340000,95340000,selecionada,Setor Público,Novo PAC - Seleção,"445, de 2024",https://www.in.gov.br/web/dou/-/portaria-mcid-n-445-de-7-de-maio-de-2024-558553015
S-1499,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,Fundo Clima e BNDES,2024,PR,CURITIBA,Sul,"56000005093/2023",Seleção Normal,0,90000000,90000000,selecionada,Setor Público,Novo PAC - Seleção,"445, de 2024",https://www.in.gov.br/web/dou/-/portaria-mcid-n-445-de-7-de-maio-de-2024-558553015
S-1500,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,Fundo Clima e BNDES,2024,PA,BELEM,Norte,"56000006260/2023",Seleção Normal,0,63560000,63560000,selecionada,Setor Público,Novo PAC - Seleção,"445, de 2024",https://www.in.gov.br/web/dou/-/portaria-mcid-n-445-de-7-de-maio-de-2024-558553015
S-1501,Cidades Sustentáveis e Resilientes,Periferia Viva,Urbanização de Favelas,FIN,FGTS,2025,PR,PONTA GROSSA,Sul,"56000001292/2025",Seleção Normal,0,14530725,14530725,enquadrada,Setor Privado,Novo PAC - Seleção,"825, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-825-de-24-de-julho-de-2025-644423269
S-1502,Cidades Sustentáveis e Resilientes,Periferia Viva,Urbanização de Favelas,FIN,FGTS,2025,SP,SANTOS,Sudeste,"56000000623/2025",Seleção Normal,0,360866561.91,360866561.91,enquadrada,Setor Privado,Novo PAC - Seleção,"825, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-825-de-24-de-julho-de-2025-644423269
S-1503,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,FIN,FGTS,2025,RJ,NITEROI,Sudeste,"56000001060/2025",Seleção Normal,0,20000000,20000000,enquadrada,Setor Privado,Novo PAC - Seleção,"1.088, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-1.088-de-19-de-setembro-de-2025-657754761
S-1504,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,FIN,FGTS,2025,RJ,DUQUE DE CAXIAS,Sudeste,"56000001148/2025",Seleção Normal,0,58542509.39,58542509.39,enquadrada,Setor Privado,Novo PAC - Seleção,"1.087, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.087-de-19-de-setembro-de-2025-657754682
S-1505,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Médias e Grandes Cidades,FIN,FGTS,2025,MT,RONDONOPOLIS,Centro-Oeste,"56000000309/2025",Seleção Normal,0,22315469.61,22315469.61,enquadrada,Setor Privado,Novo PAC - Seleção,"981, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-981-de-29-de-agosto-de-2025-652031181
S-1506,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Médias e Grandes Cidades,FIN,FGTS,2025,PA,PARAUAPEBAS,Norte,"56000002046/2025",Seleção Normal,0,20557161.52,20557161.52,enquadrada,Setor Privado,Novo PAC - Seleção,"981, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-981-de-29-de-agosto-de-2025-652031181
S-1507,Cidades Sustentáveis e Resilientes,Periferia Viva,Regularização Fundiária,OGU,OGU,2024,SP,MOGI DAS CRUZES,Sudeste,"56000006204/2023",Seleção Normal,936300,0,936300,selecionada,,Novo PAC - Seleção,"450, de 2024",https://www.in.gov.br/web/dou/-/portaria-mcid-n-450-de-7-de-maio-de-2024-558553649
S-1508,Cidades Sustentáveis e Resilientes,Periferia Viva,Regularização Fundiária,OGU,OGU,2024,SP,BERTIOGA,Sudeste,"56000006306/2023",Seleção Normal,998026.52,0,998026.52,selecionada,,Novo PAC - Seleção,"450, de 2024",https://www.in.gov.br/web/dou/-/portaria-mcid-n-450-de-7-de-maio-de-2024-558553649
S-1509,Cidades Sustentáveis e Resilientes,Periferia Viva,Regularização Fundiária,OGU,OGU,2024,PE,OLINDA,Nordeste,"56000006600/2023",Seleção Normal,400000,0,400000,selecionada,,Novo PAC - Seleção,"450, de 2024",https://www.in.gov.br/web/dou/-/portaria-mcid-n-450-de-7-de-maio-de-2024-558553649
S-1510,Cidades Sustentáveis e Resilientes,Periferia Viva,Regularização Fundiária,OGU,OGU,2024,BA,SALVADOR,Nordeste,"56000006757/2023",Seleção Normal,2100000,0,2100000,selecionada,,Novo PAC - Seleção,"450, de 2024",https://www.in.gov.br/web/dou/-/portaria-mcid-n-450-de-7-de-maio-de-2024-558553649
S-1511,Cidades Sustentáveis e Resilientes,Periferia Viva,Regularização Fundiária,OGU,OGU,2024,PA,MARITUBA,Norte,"56000007033/2023",Seleção Normal,999999.5,0,999999.5,selecionada,,Novo PAC - Seleção,"450, de 2024",https://www.in.gov.br/web/dou/-/portaria-mcid-n-450-de-7-de-maio-de-2024-558553649
S-1512,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Contenção de Encostas,OGU,OGU,2024,ES,CARIACICA,Sudeste,"56000000865/2023",Seleção Normal,1957593.5,0,1957593.5,selecionada,,Novo PAC - Seleção,"451, de 2024",https://www.in.gov.br/web/dou/-/portaria-mcid-n-451-de-7-de-maio-de-2024-558538861
S-1513,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Contenção de Encostas,OGU,OGU,2024,PE,RECIFE,Nordeste,"56000001077/2023",Seleção Normal,50000000,0,50000000,selecionada,,Novo PAC - Seleção,"451, de 2024",https://www.in.gov.br/web/dou/-/portaria-mcid-n-451-de-7-de-maio-de-2024-558538861
S-1514,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Contenção de Encostas,OGU,OGU,2024,SP,MAUA,Sudeste,"56000001858/2023",Seleção Normal,16790943.02,0,16790943.02,selecionada,,Novo PAC - Seleção,"451, de 2024",https://www.in.gov.br/web/dou/-/portaria-mcid-n-451-de-7-de-maio-de-2024-558538861
S-1515,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Contenção de Encostas,OGU,OGU,2024,MG,TEOFILO OTONI,Sudeste,"56000001302/2023",Seleção Normal,5731512.66,0,5731512.66,selecionada,,Novo PAC - Seleção,"451, de 2024",https://www.in.gov.br/web/dou/-/portaria-mcid-n-451-de-7-de-maio-de-2024-558538861
S-1516,Cidades Sustentáveis e Resilientes,Periferia Viva,Urbanização de Favelas,FIN,FGTS,2025,SP,SANTOS,Sudeste,"56000000630/2025",Seleção Normal,0,243659495.25,243659495.25,enquadrada,Setor Privado,Novo PAC - Seleção,"825, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-825-de-24-de-julho-de-2025-644423269
S-1517,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Contenção de Encostas,OGU,OGU,2024,MG,PONTE NOVA,Sudeste,"56000001609/2023",Seleção Normal,3725873.73,0,3725873.73,selecionada,,Novo PAC - Seleção,"451, de 2024",https://www.in.gov.br/web/dou/-/portaria-mcid-n-451-de-7-de-maio-de-2024-558538861
S-1518,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,FIN,FGTS,2025,SP,PRAIA GRANDE,Sudeste,"56000001184/2025",Seleção Normal,0,28960000,28960000,enquadrada,Setor Privado,Novo PAC - Seleção,"1.087, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.087-de-19-de-setembro-de-2025-657754682
S-1519,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Contenção de Encostas,OGU,OGU,2024,PE,CABO DE SANTO AGOSTINHO,Nordeste,"56000001972/2023",Seleção Normal,6061788.11,0,6061788.11,selecionada,,Novo PAC - Seleção,"451, de 2024",https://www.in.gov.br/web/dou/-/portaria-mcid-n-451-de-7-de-maio-de-2024-558538861
S-1520,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Contenção de Encostas,OGU,OGU,2024,ES,JOAO NEIVA,Sudeste,"56000002120/2023",Seleção Normal,3000000,0,3000000,selecionada,,Novo PAC - Seleção,"451, de 2024",https://www.in.gov.br/web/dou/-/portaria-mcid-n-451-de-7-de-maio-de-2024-558538861
S-1521,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Médias e Grandes Cidades,FIN,FGTS,2025,BA,SALVADOR,Nordeste,"56000001976/2025",Seleção Normal,0,448902695.43,448902695.43,enquadrada,Setor Privado,Novo PAC - Seleção,"981, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-981-de-29-de-agosto-de-2025-652031181
S-1522,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,FIN,FGTS,2025,BA,CAMACARI,Nordeste,"56000001300/2025",Seleção Normal,0,114709232.76,114709232.76,enquadrada,Setor Privado,Novo PAC - Seleção,"1.088, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-1.088-de-19-de-setembro-de-2025-657754761
S-1523,Cidades Sustentáveis e Resilientes,Periferia Viva,Urbanização de Favelas,FIN,FGTS,2025,MG,UBERLANDIA,Sudeste,"56000000786/2025",Seleção Normal,0,111861559.79,111861559.79,enquadrada,Setor Privado,Novo PAC - Seleção,"825, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-825-de-24-de-julho-de-2025-644423269
S-1524,Cidades Sustentáveis e Resilientes,Periferia Viva,Urbanização de Favelas,FIN,FGTS,2025,MG,UBERLANDIA,Sudeste,"56000000391/2025",Seleção Normal,0,81639780.47,81639780.47,enquadrada,Setor Privado,Novo PAC - Seleção,"825, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-825-de-24-de-julho-de-2025-644423269
